46326,0117,"Pangan kategori 1 risiko sedang lainnya",010101000001,"Susu Lemak Penuh (Full Cream)",750000,600000,400000,Aktif
46326,0117,"Pangan kategori 1 risiko sedang lainnya",010101000002,"Susu Skim",750000,600000,400000,Aktif
46326,0117,"Pangan kategori 1 risiko sedang lainnya",010101000003,"Susu Skim Sebagian",750000,600000,400000,Aktif
46326,0117,"Pangan kategori 1 risiko sedang lainnya",010102000001,"Susu Lemak Penuh Rekombinasi (Recombined Full Cream Milk)",750000,600000,400000,Aktif
46326,0117,"Pangan kategori 1 risiko sedang lainnya",010102000001,"Susu Lemak Penuh Rekombinasi (Recombined Full Cream Milk)",750000,600000,400000,Aktif
46326,0117,"Pangan kategori 1 risiko sedang lainnya",010102000002,"Susu Lemak Penuh Rekonstitusi (Reconstituted Full Cream Milk)",750000,600000,400000,Aktif
46326,0117,"Pangan kategori 1 risiko sedang lainnya",010102000002,"Susu Lemak Penuh Rekonstitusi (Reconstituted Full Cream Milk)",750000,600000,400000,Aktif
46326,0117,"Pangan kategori 1 risiko sedang lainnya",010102000003,"Susu Skim Rekonstitusi",750000,600000,400000,Aktif
46326,0117,"Pangan kategori 1 risiko sedang lainnya",010102000004,"Susu Skim Sebagian Rekonstitusi",750000,600000,400000,Aktif
46326,0117,"Pangan kategori 1 risiko sedang lainnya",010102000005,"Susu Skim Sebagian Rekombinasi",750000,600000,400000,Aktif
46326,0117,"Pangan kategori 1 risiko sedang lainnya",010102000006,"Susu Lemak Nabati/Susu Minyak Nabati (Filled Milk)",750000,600000,400000,Aktif
46326,0116,"Minuman susu, kecuali yang disterilisasi",010102000007,"Minuman Susu",750000,600000,400000,Aktif
46326,0129,"Minuman susu yang disterilisasi",010102000007,"Minuman Susu",750000,600000,400000,Aktif
46326,0116,"Minuman susu, kecuali yang disterilisasi",010102000007,"Minuman Susu",750000,600000,400000,Aktif
46326,0129,"Minuman susu yang disterilisasi",010102000007,"Minuman Susu",750000,600000,400000,Aktif
46326,0116,"Minuman susu, kecuali yang disterilisasi",010102000007,"Minuman Susu",750000,600000,400000,Aktif
46326,0129,"Minuman susu yang disterilisasi",010102000007,"Minuman Susu",750000,600000,400000,Aktif
46326,0116,"Minuman susu, kecuali yang disterilisasi",010102000007,"Minuman Susu",750000,600000,400000,Aktif
46326,0129,"Minuman susu yang disterilisasi",010102000007,"Minuman Susu",750000,600000,400000,Aktif
46326,0115,"Minuman mengandung susu, kecuali yang disterilisasi",010102000008,"Minuman Mengandung Susu",750000,600000,400000,Aktif
46326,0128,"Minuman mengandung susu yang disterilisasi",010102000008,"Minuman Mengandung Susu",750000,600000,400000,Aktif
46326,0129,"Minuman susu yang disterilisasi",010102000008,"Minuman Mengandung Susu",750000,600000,400000,Aktif
46326,0115,"Minuman mengandung susu, kecuali yang disterilisasi",010102000008,"Minuman Mengandung Susu",750000,600000,400000,Aktif
46326,0128,"Minuman mengandung susu yang disterilisasi",010102000008,"Minuman Mengandung Susu",750000,600000,400000,Aktif
46326,0129,"Minuman susu yang disterilisasi",010102000008,"Minuman Mengandung Susu",750000,600000,400000,Aktif
46326,0118,"Pangan olahan hasil fermentasi susu",010102000009,"Minuman Susu Fermentasi",750000,600000,400000,Aktif
46326,0120,"Pangan olahan hasil fermentasi susu yang dipasteurisasi",010102000009,"Minuman Susu Fermentasi",750000,600000,400000,Aktif
46326,0113,Lassi,010102000010,"Lassi (Plain)",750000,600000,400000,Aktif
46326,0102,"Buttermilk (plain) dengan proses pasteurisasi",010103000001,"Buttermilk Cair",750000,600000,400000,Aktif
46326,0117,"Pangan kategori 1 risiko sedang lainnya",010104000001,"Susu (Rasa) Lemak Penuh (Full Cream Milk)",750000,600000,400000,Aktif
46326,0117,"Pangan kategori 1 risiko sedang lainnya",010104000002,"Susu Berperisa/Susu Rasa",750000,600000,400000,Aktif
46326,0116,"Minuman susu, kecuali yang disterilisasi",010104000003,"Minuman Susu Berperisa/Rasa",750000,600000,400000,Aktif
46326,0128,"Minuman mengandung susu yang disterilisasi",010104000003,"Minuman Susu Berperisa/Rasa",750000,600000,400000,Aktif
46326,0129,"Minuman susu yang disterilisasi",010104000003,"Minuman Susu Berperisa/Rasa",750000,600000,400000,Aktif
46326,0116,"Minuman susu, kecuali yang disterilisasi",010104000003,"Minuman Susu Berperisa/Rasa",750000,600000,400000,Aktif
46326,0128,"Minuman mengandung susu yang disterilisasi",010104000003,"Minuman Susu Berperisa/Rasa",750000,600000,400000,Aktif
46326,0129,"Minuman susu yang disterilisasi",010104000003,"Minuman Susu Berperisa/Rasa",750000,600000,400000,Aktif
46326,0116,"Minuman susu, kecuali yang disterilisasi",010104000003,"Minuman Susu Berperisa/Rasa",750000,600000,400000,Aktif
46326,0128,"Minuman mengandung susu yang disterilisasi",010104000003,"Minuman Susu Berperisa/Rasa",750000,600000,400000,Aktif
46326,0129,"Minuman susu yang disterilisasi",010104000003,"Minuman Susu Berperisa/Rasa",750000,600000,400000,Aktif
46326,0116,"Minuman susu, kecuali yang disterilisasi",010104000003,"Minuman Susu Berperisa/Rasa",750000,600000,400000,Aktif
46326,0128,"Minuman mengandung susu yang disterilisasi",010104000003,"Minuman Susu Berperisa/Rasa",750000,600000,400000,Aktif
46326,0129,"Minuman susu yang disterilisasi",010104000003,"Minuman Susu Berperisa/Rasa",750000,600000,400000,Aktif
46326,0115,"Minuman mengandung susu, kecuali yang disterilisasi",010104000004,"Minuman Mengandung Susu Berperisa/Rasa",750000,600000,400000,Aktif
46326,0128,"Minuman mengandung susu yang disterilisasi",010104000004,"Minuman Mengandung Susu Berperisa/Rasa",750000,600000,400000,Aktif
46326,0115,"Minuman mengandung susu, kecuali yang disterilisasi",010104000004,"Minuman Mengandung Susu Berperisa/Rasa",750000,600000,400000,Aktif
46326,0128,"Minuman mengandung susu yang disterilisasi",010104000004,"Minuman Mengandung Susu Berperisa/Rasa",750000,600000,400000,Aktif
46326,0115,"Minuman mengandung susu, kecuali yang disterilisasi",010104000004,"Minuman Mengandung Susu Berperisa/Rasa",750000,600000,400000,Aktif
46326,0128,"Minuman mengandung susu yang disterilisasi",010104000004,"Minuman Mengandung Susu Berperisa/Rasa",750000,600000,400000,Aktif
46326,0115,"Minuman mengandung susu, kecuali yang disterilisasi",010104000004,"Minuman Mengandung Susu Berperisa/Rasa",750000,600000,400000,Aktif
46326,0128,"Minuman mengandung susu yang disterilisasi",010104000004,"Minuman Mengandung Susu Berperisa/Rasa",750000,600000,400000,Aktif
46326,0118,"Pangan olahan hasil fermentasi susu",010104000005,"Minuman Susu Fermentasi Berperisa/Rasa",750000,600000,400000,Aktif
46326,0120,"Pangan olahan hasil fermentasi susu yang dipasteurisasi",010104000005,"Minuman Susu Fermentasi Berperisa/Rasa",750000,600000,400000,Aktif
46326,0118,"Pangan olahan hasil fermentasi susu",010104000005,"Minuman Susu Fermentasi Berperisa/Rasa",750000,600000,400000,Aktif
46326,0120,"Pangan olahan hasil fermentasi susu yang dipasteurisasi",010104000005,"Minuman Susu Fermentasi Berperisa/Rasa",750000,600000,400000,Aktif
46326,0113,Lassi,010104000006,"Lassi (Rasa/Berperisa)",750000,600000,400000,Aktif
46326,0104,"Cairan whey dan produknya, kecuali keju whey",010104000007,"Minuman Berbasis Whey",750000,600000,400000,Aktif
46326,0122,"Susu dan krim bubuk",010104000008,"Susu Bubuk (Rasa)",750000,600000,400000,Aktif
46326,0131,"Susu dan krim bubuk dari bahan baku bubuk",010104000008,"Susu Bubuk (Rasa)",750000,600000,400000,Aktif
46326,0132,"Susu dan krim bubuk dari bahan baku cair",010104000008,"Susu Bubuk (Rasa)",750000,600000,400000,Aktif
46326,0122,"Susu dan krim bubuk",010104000009,"Susu Bubuk Skim (Rasa)",750000,600000,400000,Aktif
